transaction_date,entity_id,account_id,cost_center_id,debit_amount,credit_amount,net_amount
2023-04-14,3,104,12,2608.95,497.04,2111.91
2023-04-15,1,100,10,3575.13,332.63,3242.5
2023-04-16,2,101,11,3496.97,60.2,3436.77
2023-04-17,3,102,12,3864.33,78.96,3785.37
2023-04-18,1,103,10,4799.79,1.76,4798.03
2023-04-19,2,104,11,2263.36,70.26,2193.1
2023-04-20,3,100,12,2158.48,454.57,1703.91
2023-04-21,1,101,10,1419.49,393.39,1026.1
2023-04-22,2,102,11,4647.96,385.81,4262.15
2023-04-23,3,103,12,5286.58,309.59,4976.99
2023-04-24,1,104,10,5769.94,371.1,5398.84
2023-04-25,2,100,11,1550.28,280.81,1269.47
2023-04-26,3,101,12,2869.26,346.05,2523.21
2023-04-27,1,102,10,4290.16,361.22,3928.94
2023-04-28,2,103,11,5093.39,278.33,4815.06
2023-04-29,3,104,12,1272.18,85.73,1186.45
2023-04-30,1,100,10,5316.92,495.54,4821.38
2023-05-01,2,101,11,5738.23,6.76,5731.47
2023-05-02,3,102,12,5856.31,393.58,5462.73
2023-05-03,1,103,10,5478.49,388.53,5089.96
2023-05-04,2,104,11,3966.12,106.97,3859.15
2023-05-05,3,100,12,1921.19,26.35,1894.84
2023-05-06,1,101,10,5603.0,360.06,5242.94
2023-05-07,2,102,11,1171.36,168.81,1002.55
2023-05-08,3,103,12,2213.82,478.33,1735.49
2023-05-09,1,104,10,2185.84,57.64,2128.2
2023-05-10,2,100,11,5992.4,379.91,5612.49
2023-05-11,3,101,12,4701.25,136.71,4564.54
2023-05-12,1,102,10,5098.21,305.69,4792.52
2023-05-13,2,103,11,1976.42,225.18,1751.24
2023-05-14,3,104,12,2186.73,248.87,1937.86
2023-05-15,1,100,10,4926.35,424.55,4501.8
2023-05-16,2,101,11,5495.64,91.09,5404.55
2023-05-17,3,102,12,5828.82,158.7,5670.12
2023-05-18,1,103,10,4550.43,263.77,4286.66
2023-05-19,2,104,11,4295.92,23.68,4272.24
2023-05-20,3,100,12,1351.84,99.66,1252.18
2023-05-21,1,101,10,1170.14,355.57,814.57
2023-05-22,2,102,11,3101.63,115.37,2986.26
2023-05-23,3,103,12,3806.01,81.76,3724.25
2023-05-24,1,104,10,3679.32,431.71,3247.61
2023-05-25,2,100,11,3368.89,329.93,3038.96
2023-05-26,3,101,12,1582.82,340.7,1242.12
2023-05-27,1,102,10,4677.4,117.44,4559.96
2023-05-28,2,103,11,5427.68,244.85,5182.83
2023-05-29,3,104,12,4427.81,428.67,3999.14
2023-05-30,1,100,10,3381.86,376.86,3005.0
2023-05-31,2,101,11,1263.5,143.11,1120.39
2023-06-01,3,102,12,2503.2,314.45,2188.75
2023-06-02,1,103,10,1547.93,121.72,1426.21
2023-06-03,2,104,11,5264.56,338.89,4925.67
2023-06-04,3,100,12,1090.67,206.89,883.78
2023-06-05,1,101,10,2968.05,193.78,2774.27
2023-06-06,2,102,11,2448.33,153.47,2294.86
2023-06-07,3,103,12,2107.53,225.98,1881.55
2023-06-08,1,104,10,1367.09,33.39,1333.7
2023-06-09,2,100,11,3808.78,461.83,3346.95
2023-06-10,3,101,12,2620.71,383.36,2237.35
2023-06-11,1,102,10,5868.06,41.92,5826.14
2023-06-12,2,103,11,2524.55,10.27,2514.28
2023-06-13,3,104,12,3885.68,68.25,3817.43
2023-06-14,1,100,10,3883.69,161.96,3721.73
2023-06-15,2,101,11,5177.47,22.35,5155.12
2023-06-16,3,102,12,5395.67,55.87,5339.8
2023-06-17,1,103,10,5262.65,439.64,4823.01
2023-06-18,2,104,11,3797.13,137.51,3659.62
2023-06-19,3,100,12,4360.88,469.14,3891.74
2023-06-20,1,101,10,1664.1,488.2,1175.9
2023-06-21,2,102,11,2899.44,461.15,2438.29
2023-06-22,3,103,12,3137.45,262.49,2874.96
2023-06-23,1,104,10,3257.3,441.14,2816.16
2023-06-24,2,100,11,2844.85,215.79,2629.06
2023-06-25,3,101,12,3379.6,211.53,3168.07
2023-06-26,1,102,10,5400.4,342.13,5058.27
2023-06-27,2,103,11,3601.57,65.33,3536.24
2023-06-28,3,104,12,1300.66,147.78,1152.88
2023-06-29,1,100,10,4307.48,84.08,4223.4
2023-06-30,2,101,11,1339.76,388.47,951.29
2023-07-01,3,102,12,4254.24,286.14,3968.1
2023-07-02,1,103,10,3453.38,492.75,2960.63
2023-07-03,2,104,11,4837.13,295.7,4541.43
2023-07-04,3,100,12,2774.69,398.35,2376.34
2023-07-05,1,101,10,4080.18,248.09,3832.09
2023-07-06,2,102,11,5892.02,264.4,5627.62
2023-07-07,3,103,12,5899.27,409.12,5490.15
2023-07-08,1,104,10,5671.31,32.94,5638.37
2023-07-09,2,100,11,2523.31,71.34,2451.97
2023-07-10,3,101,12,3957.14,170.82,3786.32
2023-07-11,1,102,10,3516.71,129.79,3386.92
2023-07-12,2,103,11,3138.12,465.67,2672.45
2023-07-13,3,104,12,3649.94,171.91,3478.03
2023-07-14,1,100,10,5948.32,230.7,5717.62
2023-07-15,2,101,11,1353.46,446.55,906.91
2023-07-16,3,102,12,5926.27,223.93,5702.34
2023-07-17,1,103,10,5159.11,145.72,5013.39
2023-07-18,2,104,11,3683.77,473.63,3210.14
2023-07-19,3,100,12,2797.6,102.07,2695.53
2023-07-20,1,101,10,3176.32,186.83,2989.49
2023-07-21,2,102,11,2383.87,279.81,2104.06
2023-07-22,3,103,12,1182.9,461.07,721.83
2023-07-23,1,104,10,1466.86,382.71,1084.15
2023-07-24,2,100,11,2433.65,145.77,2287.88
2023-07-25,3,101,12,5818.22,233.45,5584.77
2023-07-26,1,102,10,3674.24,299.69,3374.55
2023-07-27,2,103,11,2355.35,64.75,2290.6
2023-07-28,3,104,12,1180.62,396.3,784.32
2023-07-29,1,100,10,2039.15,95.14,1944.01
2023-07-30,2,101,11,2824.22,8.77,2815.45
2023-07-31,3,102,12,4635.54,102.72,4532.82
2023-08-01,1,103,10,5104.95,146.85,4958.1
2023-08-02,2,104,11,4896.23,201.9,4694.33
2023-08-03,3,100,12,2825.03,51.79,2773.24
2023-08-04,1,101,10,5604.84,496.29,5108.55
2023-08-05,2,102,11,5674.17,157.4,5516.77
2023-08-06,3,103,12,2824.74,218.36,2606.38
2023-08-07,1,104,10,5503.24,54.15,5449.09
2023-08-08,2,100,11,1168.25,431.66,736.59
2023-08-09,3,101,12,3698.63,415.49,3283.14
2023-08-10,1,102,10,2009.86,449.15,1560.71
2023-08-11,2,103,11,5940.09,193.02,5747.07
2023-08-12,3,104,12,3139.52,172.35,2967.17
2023-08-13,1,100,10,3318.49,66.51,3251.98
2023-08-14,2,101,11,5175.62,466.47,4709.15
2023-08-15,3,102,12,3153.22,415.83,2737.39
2023-08-16,1,103,10,1631.33,328.73,1302.6
2023-08-17,2,104,11,2779.31,53.47,2725.84
2023-08-18,3,100,12,2154.37,98.91,2055.46
2023-08-19,1,101,10,1468.66,330.56,1138.1
2023-08-20,2,102,11,2656.92,349.89,2307.03
2023-08-21,3,103,12,5244.56,4.74,5239.82
2023-08-22,1,104,10,3135.13,26.46,3108.67
2023-08-23,2,100,11,5903.03,185.47,5717.56
2023-08-24,3,101,12,2385.99,220.22,2165.77
2023-08-25,1,102,10,1120.46,171.46,949.0
2023-08-26,2,103,11,2780.5,399.73,2380.77
2023-08-27,3,104,12,1203.72,77.61,1126.11
2023-08-28,1,100,10,3383.04,258.47,3124.57
2023-08-29,2,101,11,5756.56,98.55,5658.01
2023-08-30,3,102,12,2340.69,458.99,1881.7
2023-08-31,1,103,10,2537.55,329.24,2208.31
2023-09-01,2,104,11,1173.15,251.16,921.99
2023-09-02,3,100,12,3246.43,243.67,3002.76
2023-09-03,1,101,10,5906.23,78.61,5827.62
2023-09-04,2,102,11,4204.4,435.37,3769.03
2023-09-05,3,103,12,4975.0,204.64,4770.36
2023-09-06,1,104,10,3094.98,176.8,2918.18
2023-09-07,2,100,11,2452.23,465.83,1986.4
2023-09-08,3,101,12,4030.53,291.11,3739.42
2023-09-09,1,102,10,4124.61,59.21,4065.4
2023-09-10,2,103,11,3422.02,429.4,2992.62
2023-09-11,3,104,12,5948.04,176.03,5772.01
2023-09-12,1,100,10,1610.44,403.42,1207.02
2023-09-13,2,101,11,4431.18,313.95,4117.23
2023-09-14,3,102,12,4725.63,478.87,4246.76
2023-09-15,1,103,10,1837.75,336.25,1501.5
2023-09-16,2,104,11,1125.47,248.29,877.18
2023-09-17,3,100,12,1070.84,477.68,593.16
2023-09-18,1,101,10,3788.16,42.21,3745.95
2023-09-19,2,102,11,4871.08,218.54,4652.54
2023-09-20,3,103,12,1743.62,221.94,1521.68
2023-09-21,1,104,10,5724.35,133.66,5590.69
2023-09-22,2,100,11,1008.4,486.92,521.48
2023-09-23,3,101,12,1531.74,270.81,1260.93
2023-09-24,1,102,10,4989.64,121.98,4867.66
2023-09-25,2,103,11,2695.92,413.16,2282.76
2023-09-26,3,104,12,5113.23,416.96,4696.27
2023-09-27,1,100,10,2732.26,75.67,2656.59
2023-09-28,2,101,11,5061.5,333.33,4728.17
2023-09-29,3,102,12,1269.44,178.14,1091.3
2023-09-30,1,103,10,3598.22,387.85,3210.37
2023-10-01,2,104,11,2225.75,117.08,2108.67
2023-10-02,3,100,12,1250.78,37.85,1212.93
2023-10-03,1,101,10,2580.05,108.65,2471.4
2023-10-04,2,102,11,5974.22,121.32,5852.9
2023-10-05,3,103,12,2785.72,286.71,2499.01
2023-10-06,1,104,10,4881.98,484.47,4397.51
2023-10-07,2,100,11,3328.72,264.74,3063.98
2023-10-08,3,101,12,1275.29,421.03,854.26
2023-10-09,1,102,10,2740.18,406.36,2333.82
2023-10-10,2,103,11,5570.87,401.85,5169.02
2023-10-11,3,104,12,4183.77,388.79,3794.98
2023-10-12,1,100,10,4626.38,95.52,4530.86
2023-10-13,2,101,11,4878.24,305.12,4573.12
2023-10-14,3,102,12,2933.98,460.74,2473.24
2023-10-15,1,103,10,2949.06,347.08,2601.98
2023-10-16,2,104,11,3473.8,130.13,3343.67
2023-10-17,3,100,12,3788.5,363.1,3425.4
2023-10-18,1,101,10,5686.31,211.4,5474.91
2023-10-19,2,102,11,4393.46,395.43,3998.03
2023-10-20,3,103,12,3490.53,378.09,3112.44
2023-10-21,1,104,10,1715.18,105.09,1610.09
2023-10-22,2,100,11,5098.97,333.1,4765.87
2023-10-23,3,101,12,1893.16,348.49,1544.67
2023-10-24,1,102,10,5324.98,16.66,5308.32
2023-10-25,2,103,11,5060.66,86.13,4974.53
2023-10-26,3,104,12,3902.84,352.37,3550.47
2023-10-27,1,100,10,4598.64,248.89,4349.75
2023-10-28,2,101,11,5284.86,245.93,5038.93
2023-10-29,3,102,12,5200.74,295.31,4905.43
2023-10-30,1,103,10,3597.36,292.44,3304.92
2023-10-31,2,104,11,3948.0,196.34,3751.66
2023-11-01,3,100,12,1889.2,419.35,1469.85
2023-11-02,1,101,10,4437.06,433.47,4003.59
2023-11-03,2,102,11,4263.51,306.72,3956.79
2023-11-04,3,103,12,1146.48,422.55,723.93
2023-11-05,1,104,10,3633.54,440.17,3193.37
2023-11-06,2,100,11,1490.55,249.95,1240.6
2023-11-07,3,101,12,5623.82,460.77,5163.05
2023-11-08,1,102,10,4867.03,348.01,4519.02
2023-11-09,2,103,11,2846.16,123.87,2722.29
2023-11-10,3,104,12,2521.51,362.98,2158.53
2023-11-11,1,100,10,1543.82,191.92,1351.9
2023-11-12,2,101,11,4320.74,466.7,3854.04
2023-11-13,3,102,12,2022.34,396.16,1626.18
2023-11-14,1,103,10,3816.36,110.04,3706.32
2023-11-15,2,104,11,4672.47,426.18,4246.29
2023-11-16,3,100,12,4500.03,67.41,4432.62
2023-11-17,1,101,10,2395.5,80.42,2315.08
2023-11-18,2,102,11,5970.73,126.61,5844.12
2023-11-19,3,103,12,2763.18,182.77,2580.41
2023-11-20,1,104,10,1143.51,63.01,1080.5
2023-11-21,2,100,11,5602.95,102.2,5500.75
2023-11-22,3,101,12,2421.52,371.01,2050.51
2023-11-23,1,102,10,4208.26,345.7,3862.56
2023-11-24,2,103,11,4517.67,454.28,4063.39
2023-11-25,3,104,12,1618.91,217.27,1401.64
2023-11-26,1,100,10,5421.15,228.01,5193.14
2023-11-27,2,101,11,2494.39,234.84,2259.55
2023-11-28,3,102,12,1286.38,176.1,1110.28
2023-11-29,1,103,10,3274.05,283.01,2991.04
2023-11-30,2,104,11,2005.68,291.02,1714.66
2023-12-01,3,100,12,2810.01,480.83,2329.18
2023-12-02,1,101,10,5834.47,261.08,5573.39
2023-12-03,2,102,11,2990.9,105.94,2884.96
2023-12-04,3,103,12,4533.19,269.41,4263.78
2023-12-05,1,104,10,1556.33,240.36,1315.97
2023-12-06,2,100,11,4759.5,72.51,4686.99
2023-12-07,3,101,12,2484.9,465.04,2019.86
2023-12-08,1,102,10,5204.58,289.16,4915.42
2023-12-09,2,103,11,1711.65,337.56,1374.09
2023-12-10,3,104,12,2407.34,211.87,2195.47
2023-12-11,1,100,10,1052.89,203.27,849.62
2023-12-12,2,101,11,4377.97,115.12,4262.85
2023-12-13,3,102,12,3058.01,455.22,2602.79
2023-12-14,1,103,10,2723.19,61.36,2661.83
2023-12-15,2,104,11,1581.82,455.9,1125.92
2023-12-16,3,100,12,4107.95,217.18,3890.77
2023-12-17,1,101,10,3670.09,106.2,3563.89
2023-12-18,2,102,11,2193.86,261.16,1932.7
2023-12-19,3,103,12,5975.93,338.13,5637.8
2023-12-20,1,104,10,4167.75,362.1,3805.65
2023-12-21,2,100,11,2653.54,237.4,2416.14
2023-12-22,3,101,12,5539.09,43.22,5495.87
2023-12-23,1,102,10,3091.57,245.67,2845.9
2023-12-24,2,103,11,5937.38,453.06,5484.32
2023-12-25,3,104,12,1202.69,103.61,1099.08
2023-12-26,1,100,10,5660.88,123.05,5537.83
2023-12-27,2,101,11,1523.29,365.88,1157.41
2023-12-28,3,102,12,3468.43,70.67,3397.76
2023-12-29,1,103,10,3374.47,208.36,3166.11
2023-12-30,2,104,11,5058.19,0.9,5057.29
2023-12-31,3,100,12,1401.76,40.84,1360.92
2024-01-01,1,101,10,5969.69,499.19,5470.5
2024-01-02,2,102,11,2554.23,118.83,2435.4
2024-01-03,3,103,12,4814.25,148.9,4665.35
2024-01-04,1,104,10,1599.79,183.48,1416.31
2024-01-05,2,100,11,3812.69,238.35,3574.34
2024-01-06,3,101,12,3487.88,194.11,3293.77
2024-01-07,1,102,10,2264.48,126.01,2138.47
2024-01-08,2,103,11,3520.35,343.24,3177.11
2024-01-09,3,104,12,4204.78,394.37,3810.41
2024-01-10,1,100,10,1244.72,226.74,1017.98
2024-01-11,2,101,11,3597.18,384.87,3212.31
2024-01-12,3,102,12,1504.27,213.2,1291.07
2024-01-13,1,103,10,5394.44,74.11,5320.33
2024-01-14,2,104,11,1975.18,466.96,1508.22
2024-01-15,3,100,12,1712.3,124.98,1587.32
2024-01-16,1,101,10,1536.75,16.09,1520.66
2024-01-17,2,102,11,4622.0,299.01,4322.99
2024-01-18,3,103,12,2753.51,130.18,2623.33
2024-01-19,1,104,10,1106.82,227.08,879.74
2024-01-20,2,100,11,4404.01,133.48,4270.53
2024-01-21,3,101,12,3735.9,223.5,3512.4
2024-01-22,1,102,10,5880.3,99.89,5780.41
2024-01-23,2,103,11,2624.95,264.08,2360.87
2024-01-24,3,104,12,4394.73,147.05,4247.68
2024-01-25,1,100,10,4054.19,402.85,3651.34
2024-01-26,2,101,11,2148.68,492.7,1655.98
2024-01-27,3,102,12,1318.79,167.9,1150.89
2024-01-28,1,103,10,2517.76,29.32,2488.44
2024-01-29,2,104,11,5247.84,431.95,4815.89
2024-01-30,3,100,12,2613.39,131.29,2482.1
2024-01-31,1,101,10,5433.26,355.69,5077.57
2024-02-01,2,102,11,5487.9,142.65,5345.25
2024-02-02,3,103,12,2440.42,89.11,2351.31
2024-02-03,1,104,10,5894.25,340.32,5553.93
2024-02-04,2,100,11,2069.25,228.5,1840.75
2024-02-05,3,101,12,5657.7,13.32,5644.38
2024-02-06,1,102,10,1897.95,293.42,1604.53
2024-02-07,2,103,11,1603.24,472.24,1131.0
2024-02-08,3,104,12,1093.43,131.05,962.38
2024-02-09,1,100,10,2546.81,164.74,2382.07
2024-02-10,2,101,11,5286.64,225.06,5061.58
2024-02-11,3,102,12,3874.33,132.84,3741.49
2024-02-12,1,103,10,4905.02,132.35,4772.67
2024-02-13,2,104,11,5594.53,75.43,5519.1
2024-02-14,3,100,12,5833.47,163.43,5670.04
2024-02-15,1,101,10,4399.33,46.66,4352.67
2024-02-16,2,102,11,1880.79,188.72,1692.07
2024-02-17,3,103,12,1936.52,136.38,1800.14
2024-02-18,1,104,10,2928.65,283.64,2645.01
2024-02-19,2,100,11,2488.31,420.83,2067.48
2024-02-20,3,101,12,4308.28,149.23,4159.05
2024-02-21,1,102,10,4604.75,155.42,4449.33
2024-02-22,2,103,11,2187.69,126.27,2061.42
2024-02-23,3,104,12,2779.22,171.02,2608.2
2024-02-24,1,100,10,3250.28,427.48,2822.8
2024-02-25,2,101,11,3228.93,77.23,3151.7
2024-02-26,3,102,12,1085.74,156.16,929.58
2024-02-27,1,103,10,1130.14,420.23,709.91
2024-02-28,2,104,11,5475.36,493.62,4981.74
2024-02-29,3,100,12,2152.7,334.55,1818.15
2024-03-01,1,101,10,1860.92,235.69,1625.23
2024-03-02,2,102,11,5432.81,314.76,5118.05
2024-03-03,3,103,12,4661.33,229.43,4431.9
2024-03-04,1,104,10,4669.45,72.51,4596.94
2024-03-05,2,100,11,4993.0,285.41,4707.59
2024-03-06,3,101,12,2376.06,231.03,2145.03
2024-03-07,1,102,10,4785.2,323.83,4461.37
2024-03-08,2,103,11,4488.09,253.15,4234.94
2024-03-09,3,104,12,1284.44,142.98,1141.46
2024-03-10,1,100,10,1312.32,300.43,1011.89
2024-03-11,2,101,11,2315.59,339.55,1976.04
2024-03-12,3,102,12,2582.57,309.72,2272.85
2024-03-13,1,103,10,1747.02,487.74,1259.28
2024-03-14,2,104,11,2041.34,466.47,1574.87
2024-03-15,3,100,12,4007.02,321.7,3685.32
2024-03-16,1,101,10,4424.75,398.44,4026.31
2024-03-17,2,102,11,2478.75,87.36,2391.39
2024-03-18,3,103,12,1079.63,342.04,737.59
2024-03-19,1,104,10,1265.56,430.86,834.7
2024-03-20,2,100,11,5461.33,179.41,5281.92
2024-03-21,3,101,12,2222.54,113.84,2108.7
2024-03-22,1,102,10,5265.24,94.07,5171.17
2024-03-23,2,103,11,2359.64,431.21,1928.43
2024-03-24,3,104,12,1688.67,88.76,1599.91
2024-03-25,1,100,10,2058.49,249.96,1808.53
2024-03-26,2,101,11,2758.98,194.91,2564.07
2024-03-27,3,102,12,2630.58,123.53,2507.05
2024-03-28,1,103,10,5751.98,87.05,5664.93
2024-03-29,2,104,11,2766.85,487.43,2279.42
2024-03-30,3,100,12,3335.71,260.29,3075.42
2024-03-31,1,101,10,5769.06,333.56,5435.5
2024-04-01,2,102,11,3358.43,309.95,3048.48
2024-04-02,3,103,12,5506.73,416.29,5090.44
2024-04-03,1,104,10,1324.2,407.85,916.35
2024-04-04,2,100,11,5089.06,5.25,5083.81
2024-04-05,3,101,12,1885.8,334.63,1551.17
2024-04-06,1,102,10,5710.14,407.53,5302.61
2024-04-07,2,103,11,5739.87,494.06,5245.81
2024-04-08,3,104,12,4445.11,39.33,4405.78
2024-04-09,1,100,10,4205.53,373.92,3831.61
2024-04-10,2,101,11,5719.84,184.34,5535.5
2024-04-11,3,102,12,2874.04,291.29,2582.75
2024-04-12,1,103,10,5574.97,286.92,5288.05
2024-04-13,2,104,11,2420.91,105.25,2315.66
2024-04-14,3,100,12,1511.68,12.44,1499.24
2024-04-15,1,101,10,5532.6,77.14,5455.46
2024-04-16,2,102,11,1071.11,98.9,972.21
2024-04-17,3,103,12,4968.67,339.05,4629.62
2024-04-18,1,104,10,5233.08,345.76,4887.32
2024-04-19,2,100,11,2774.89,96.61,2678.28
2024-04-20,3,101,12,3685.58,348.56,3337.02
2024-04-21,1,102,10,2843.71,150.18,2693.53
2024-04-22,2,103,11,1339.58,391.62,947.96
2024-04-23,3,104,12,3369.63,141.56,3228.07
2024-04-24,1,100,10,2906.36,349.72,2556.64
2024-04-25,2,101,11,2030.0,226.12,1803.88
2024-04-26,3,102,12,3813.24,186.34,3626.9
2024-04-27,1,103,10,5524.47,14.75,5509.72
2024-04-28,2,104,11,5939.45,66.38,5873.07
2024-04-29,3,100,12,2303.97,71.97,2232.0
2024-04-30,1,101,10,4722.69,230.75,4491.94
2024-05-01,2,102,11,5699.83,446.1,5253.73
2024-05-02,3,103,12,1103.04,438.91,664.13
2024-05-03,1,104,10,4010.55,9.72,4000.83
2024-05-04,2,100,11,1805.55,307.54,1498.01
2024-05-05,3,101,12,4585.95,249.05,4336.9
2024-05-06,1,102,10,5147.19,115.55,5031.64
2024-05-07,2,103,11,2182.85,60.46,2122.39
2024-05-08,3,104,12,3496.81,323.19,3173.62
2024-05-09,1,100,10,5239.97,250.81,4989.16
2024-05-10,2,101,11,3050.79,482.98,2567.81
2024-05-11,3,102,12,3578.29,342.54,3235.75
2024-05-12,1,103,10,5797.93,98.82,5699.11
2024-05-13,2,104,11,2543.49,135.49,2408.0
2024-05-14,3,100,12,4128.78,229.74,3899.04
2024-05-15,1,101,10,4133.61,261.19,3872.42
2024-05-16,2,102,11,3321.15,477.49,2843.66
2024-05-17,3,103,12,1971.57,66.89,1904.68
2024-05-18,1,104,10,3461.91,141.45,3320.46
2024-05-19,2,100,11,3294.76,412.1,2882.66
2024-05-20,3,101,12,1268.34,269.46,998.88
2024-05-21,1,102,10,2779.28,49.7,2729.58
2024-05-22,2,103,11,2911.92,22.74,2889.18
2024-05-23,3,104,12,1204.98,42.81,1162.17
2024-05-24,1,100,10,2009.08,99.48,1909.6
2024-05-25,2,101,11,4046.11,102.37,3943.74
2024-05-26,3,102,12,4842.98,318.74,4524.24
2024-05-27,1,103,10,5595.27,495.02,5100.25
2024-05-28,2,104,11,1824.44,156.27,1668.17
2024-05-29,3,100,12,4075.83,335.61,3740.22
2024-05-30,1,101,10,5496.93,315.98,5180.95
